 (-0.017553,-0.690427,1.345747) 
 (-0.011665,-0.688225,1.341456) 
 (-0.005823,-0.687127,1.339316) 
 (0.000000,-0.687132,1.339326) 
 (0.005823,-0.687127,1.339316) 
 (0.011646,-0.687112,1.339286) 
 (0.017525,-0.689313,1.343577) 
 (0.023365,-0.689277,1.343506) 
 (0.029158,-0.688117,1.341246) 
 (0.034986,-0.688061,1.341136) 
 (0.040945,-0.690220,1.345345) 
 (0.046563,-0.686804,1.338685) 
 (0.052546,-0.688942,1.342854) 
 (0.058094,-0.685506,1.336156) 
 (0.063997,-0.686511,1.338115) 
 (0.070029,-0.688618,1.342222) 
 (0.075973,-0.689602,1.344140) 
 (0.081669,-0.688351,1.341701) 
 (0.087342,-0.687090,1.339244) 
 (0.093595,-0.690266,1.345434) 
 (0.099421,-0.690096,1.345103) 
 (0.105241,-0.689916,1.344753) 
 (0.111058,-0.689727,1.344382) 
 (0.116304,-0.686195,1.337499) 
 (0.123070,-0.691536,1.347910) 
 (0.128682,-0.690206,1.345316) 
 (0.133838,-0.686647,1.338380) 
 (0.139608,-0.686408,1.337914) 
 (0.145373,-0.686158,1.337427) 
 (0.152107,-0.690331,1.345561) 
 (0.157388,-0.687845,1.340715) 
 (0.163939,-0.690887,1.346644) 
 (0.169179,-0.688383,1.341763) 
 (0.174655,-0.686976,1.339022) 
 (0.180686,-0.687773,1.340574) 
 (0.185829,-0.685243,1.335643) 
 (0.192471,-0.688229,1.341464) 
 (0.198206,-0.687890,1.340802) 
 (0.203277,-0.685334,1.335820) 
 (0.208976,-0.684977,1.335124) 
 (0.215703,-0.687917,1.340855) 
 (0.219992,-0.683132,1.331528) 
 (0.227837,-0.689354,1.343657) 
 (0.232052,-0.684554,1.334300) 
 (0.238859,-0.687449,1.339943) 
 (0.244146,-0.685933,1.336989) 
 (0.250605,-0.687706,1.340444) 
 (0.255861,-0.686173,1.337456) 
 (0.259833,-0.681341,1.328037) 
 (0.267997,-0.687469,1.339983) 
 (0.274947,-0.690293,1.345487) 
 (0.277041,-0.681059,1.327488) 
 (0.283978,-0.683864,1.332956) 
 (0.289566,-0.683376,1.332004) 
 (0.295143,-0.682879,1.331035) 
 (0.301669,-0.684556,1.334305) 
 (0.306258,-0.681858,1.329045) 
 (0.312795,-0.683515,1.332275) 
 (0.317831,-0.681892,1.329112) 
 (0.321287,-0.676997,1.319571) 
 (0.327811,-0.678626,1.322746) 
 (0.335425,-0.682417,1.330135) 
 (0.340924,-0.681849,1.329027) 
 (0.345306,-0.679103,1.323675) 
 (0.351321,-0.679604,1.324652) 
 (0.356769,-0.679012,1.323499) 
 (0.362203,-0.678413,1.322330) 
 (0.368796,-0.679967,1.325359) 
 (0.374813,-0.680429,1.326261) 
 (0.379022,-0.677645,1.320833) 
 (0.383793,-0.675935,1.317500) 
 (0.389153,-0.675296,1.316254) 
 (0.395128,-0.675725,1.317092) 
 (0.401103,-0.676145,1.317910) 
 (0.406434,-0.675481,1.316616) 
 (0.409785,-0.671592,1.309035) 
 (0.415722,-0.671989,1.309808) 
 (0.423002,-0.674517,1.314737) 
 (0.428277,-0.673823,1.313384) 
 (0.436289,-0.677396,1.320348) 
 (0.440171,-0.674548,1.314798) 
 (0.445414,-0.673831,1.313399) 
 (0.449926,-0.672042,1.309912) 
 (0.455127,-0.671312,1.308489) 
 (0.461039,-0.671637,1.309124) 
 (0.468427,-0.674077,1.313880) 
 (0.471371,-0.670142,1.306208) 
 (0.475756,-0.668325,1.302666) 
 (0.482395,-0.669677,1.305303) 
 (0.487507,-0.668905,1.303799) 
 (0.491046,-0.666016,1.298167) 
 (0.499252,-0.669451,1.304863) 
 (0.505121,-0.669711,1.305369) 
 (0.509384,-0.667859,1.301759) 
 (0.514423,-0.667054,1.300189) 
 (0.522715,-0.670439,1.306789) 
 (0.521968,-0.662282,1.290888) 
 (0.532764,-0.668789,1.303572) 
 (0.536919,-0.666910,1.299909) 
 (0.539341,-0.662940,1.292171) 
 (0.544269,-0.662100,1.290534) 
 (0.549178,-0.661255,1.288887) 
 (0.554941,-0.661444,1.289256) 
 (0.560700,-0.661626,1.289610) 
 (0.567343,-0.662837,1.291970) 
 (0.574893,-0.665073,1.296328) 
 (0.573439,-0.656950,1.280495) 
 (0.589161,-0.668472,1.302953) 
 (0.588519,-0.661383,1.289136) 
 (0.590543,-0.657397,1.281368) 
 (0.596236,-0.657531,1.281629) 
 (0.600043,-0.655602,1.277869) 
 (0.608555,-0.658803,1.284107) 
 (0.611375,-0.655839,1.278329) 
 (0.618959,-0.657992,1.282527) 
 (0.622687,-0.656045,1.278732) 
 (0.627358,-0.655117,1.276924) 
 (0.629056,-0.651128,1.269148) 
 (0.639616,-0.656301,1.279231) 
 (0.637257,-0.648244,1.263527) 
 (0.645844,-0.651364,1.269607) 
 (0.655481,-0.655481,1.277632) 
 (0.652926,-0.647439,1.261958) 
 (0.666689,-0.655577,1.277820) 
 (0.667113,-0.650572,1.268065) 
 (0.675790,-0.653633,1.274030) 
 (0.671924,-0.644610,1.256443) 
 (0.694306,-0.660711,1.287826) 
 (0.686103,-0.647681,1.262429) 
 (0.694817,-0.650702,1.268317) 
 (0.697111,-0.647710,1.262485) 
 (0.693945,-0.639730,1.246932) 
 (0.707004,-0.646717,1.260549) 
 (0.727823,-0.660640,1.287687) 
 (0.692580,-0.623850,1.215979) 
 (0.735609,-0.657590,1.281743) 
 (0.743368,-0.659529,1.285523) 
 (0.737671,-0.649591,1.266153) 
 (0.731836,-0.639679,1.246831) 
 (0.781522,-0.678086,1.321692) 
 (0.714037,-0.615010,1.198749) 
 (0.735331,-0.628761,1.225552) 
 (0.766042,-0.650309,1.267552) 
 (0.792382,-0.667865,1.301771) 
 (0.762869,-0.638429,1.244395) 
 (0.788171,-0.654959,1.276616) 
 (0.798330,-0.658762,1.284027) 
 (0.826339,-0.677139,1.319847) 
 (0.831901,-0.676996,1.319568) 
 (0.808660,-0.653574,1.273916) 
 (0.858677,-0.689278,1.343508) 
 (0.827926,-0.660103,1.286642) 
 (0.845530,-0.669615,1.305181) 
 (0.843657,-0.663677,1.293607) 
 (0.857699,-0.670254,1.306428) 
 (0.875526,-0.679684,1.324808) 
 (0.881038,-0.679493,1.324436) 
 (0.826605,-0.633373,1.234540) 
 (0.831811,-0.633250,1.234300) 
 (0.911382,-0.689378,1.343704) 
 (0.896656,-0.673920,1.313573) 
 (0.867737,-0.648057,1.263161) 
 (0.878116,-0.651683,1.270230) 
 (0.923200,-0.680860,1.327101) 
 |  (-0.861321,-0.633802,1.245935) 
 (-0.923631,-0.683954,1.344526) 
 (-3.213349,-2.394661,4.707454) 
 (-0.838090,-0.628567,1.235645) 
 (-0.858014,-0.647662,1.273182) 
 (-0.842683,-0.640220,1.258552) 
 (-3.054682,-2.335933,4.592005) 
 (-0.871719,-0.670994,1.319049) 
 (-0.834182,-0.646353,1.270608) 
 (-0.834960,-0.651269,1.280272) 
 (-0.769791,-0.604467,1.188269) 
 (-0.626320,-0.495132,0.973335) 
 (-0.797024,-0.634366,1.247044) 
 (-2.959034,-2.371281,4.661492) 
 (-2.913765,-2.351107,4.621833) 
 (-0.801295,-0.651052,1.279847) 
 (-0.807685,-0.660833,1.299073) 
 (-0.762185,-0.627998,1.234526) 
 (-0.773263,-0.641644,1.261351) 
 (-0.752742,-0.629077,1.236647) 
 (-0.755519,-0.635941,1.250140) 
 (-0.738640,-0.626239,1.231067) 
 (-0.736756,-0.629201,1.236890) 
 (-0.732551,-0.630209,1.238873) 
 (-0.748682,-0.648858,1.275533) 
 (-0.698219,-0.609639,1.198436) 
 (-0.730991,-0.643052,1.264119) 
 (-0.707750,-0.627324,1.233200) 
 (-2.696895,-2.408677,4.735006) 
 (-0.683843,-0.615458,1.209876) 
 (-0.702547,-0.637193,1.252602) 
 (-0.692759,-0.633225,1.244801) 
 (-0.655008,-0.603433,1.186235) 
 (-0.666904,-0.619268,1.217364) 
 (-0.688146,-0.644105,1.266190) 
 (-0.687904,-0.649071,1.275952) 
 (-0.688636,-0.655044,1.287693) 
 (-0.657994,-0.631027,1.240480) 
 (-0.608002,-0.587902,1.155706) 
 (-0.674857,-0.657985,1.293475) 
 (-0.708025,-0.696125,1.368451) 
